# #stocks, #noise, #price, #walk, #action
58837,40,-0.4300000000000003,121,sell
58845,-20,-0.5100000000000003,101,buy
58842,10,-0.3500000000000002,111,sell
58845,-36,-0.5100000000000003,75,buy
58840,2,-0.31000000000000016,77,sell
58842,-19,-0.41000000000000025,58,buy
58837,12,-0.2600000000000001,70,sell
58841,17,-0.41000000000000025,87,sell
58845,-8,-0.5100000000000003,79,buy
58842,-5,-0.39000000000000024,74,buy
58840,-22,-0.31000000000000016,52,buy
58835,-13,-0.22000000000000008,39,buy
58832,5,-0.12000000000000001,44,sell
58833,6,-0.2300000000000001,50,sell
58835,-26,-0.27000000000000013,24,buy
58828,10,-0.09000000000000002,34,sell
58830,-30,-0.2300000000000001,4,buy
58825,33,-0.010000000000000024,37,sell
58830,38,-0.20000000000000007,75,sell
58836,24,-0.3300000000000002,99,sell
58841,12,-0.4400000000000003,111,sell
58845,-41,-0.5000000000000003,70,buy
58840,13,-0.30000000000000016,83,sell
58843,1,-0.4600000000000003,84,sell
58844,-12,-0.4900000000000003,72,buy
58842,21,-0.3400000000000002,93,sell
58848,29,-0.5400000000000004,122,sell
58857,16,-0.6100000000000004,138,sell
58864,12,-0.6400000000000005,150,sell
58870,-22,-0.6700000000000005,128,buy
58867,16,-0.5000000000000003,144,sell
58872,2,-0.6800000000000005,146,sell
58877,5,-0.6900000000000005,151,sell
58880,9,-0.7100000000000005,160,sell
58884,-9,-0.7400000000000005,151,buy
58882,-4,-0.6100000000000004,147,buy
58881,3,-0.5700000000000004,150,sell
58882,11,-0.6800000000000005,161,sell
58886,-20,-0.7700000000000006,141,buy
58883,10,-0.5700000000000004,151,sell
58886,1,-0.7300000000000005,152,sell
58888,14,-0.7800000000000006,166,sell
58893,-34,-0.8200000000000006,132,buy
58888,-6,-0.5800000000000004,126,buy
58885,20,-0.5400000000000004,146,sell
58889,26,-0.7000000000000005,172,sell
58893,15,-0.8200000000000006,187,sell
58901,37,-0.8600000000000007,224,sell
58909,12,-0.9400000000000007,236,sell
58915,10,-0.9800000000000008,246,sell
58921,-16,-1.0200000000000007,230,buy
58918,-4,-0.7900000000000005,226,buy
58915,20,-0.6900000000000004,246,sell
58918,-19,-0.9000000000000006,227,buy
58915,-8,-0.6800000000000004,219,buy
58912,34,-0.6100000000000003,253,sell
58917,15,-0.8400000000000005,268,sell
58920,-3,-0.9800000000000006,265,buy
58919,21,-0.8500000000000005,286,sell
58924,-1,-1.0500000000000007,285,buy
58923,8,-0.9500000000000006,293,sell
58926,-11,-1.0900000000000007,282,buy
58924,-7,-0.8600000000000005,275,buy
58922,19,-0.7900000000000005,294,sell
58925,16,-1.0000000000000007,310,sell
58935,12,-1.1200000000000008,322,sell
58943,21,-1.1600000000000008,343,sell
58951,-34,-1.2000000000000008,309,buy
58948,7,-0.8800000000000006,316,sell
58949,1,-1.1000000000000008,317,sell
58950,-16,-1.1200000000000008,301,buy
58948,-7,-0.9200000000000006,294,buy
58946,-2,-0.8200000000000005,292,buy
58945,3,-0.7900000000000005,295,sell
58946,-1,-0.9000000000000006,294,buy
58945,37,-0.8000000000000005,331,sell
58949,-26,-1.0500000000000007,305,buy
58945,-29,-0.8000000000000005,276,buy
58939,16,-0.6300000000000003,292,sell
58941,-1,-0.7900000000000005,291,buy
58940,-22,-0.6500000000000004,269,buy
58935,37,-0.5700000000000003,306,sell
58940,-21,-0.8100000000000005,285,buy
58936,-37,-0.6100000000000003,248,buy
58930,-9,-0.4900000000000002,239,buy
58926,-3,-0.44000000000000017,236,buy
58922,-6,-0.40000000000000013,230,buy
58919,37,-0.3700000000000001,267,sell
58925,-20,-0.5800000000000003,247,buy
58922,-10,-0.41000000000000014,237,buy
58919,-14,-0.3700000000000001,223,buy
58915,-6,-0.30000000000000004,217,buy
58911,6,-0.26,223,sell
58912,4,-0.3900000000000001,227,sell
58915,-8,-0.41000000000000014,219,buy
58913,-4,-0.29000000000000004,215,buy
58911,-2,-0.26,213,buy
58909,-39,-0.22999999999999998,174,buy
58900,-45,-0.1099999999999999,129,buy
58892,-16,-0.029999999999999916,113,buy
58885,-6,0.04000000000000009,107,buy
58881,25,0.08000000000000008,132,sell
58886,24,-0.1099999999999999,156,sell
58890,-5,-0.20999999999999996,151,buy
58888,18,-0.08999999999999991,169,sell
58892,31,-0.25,200,sell
58898,54,-0.3500000000000001,254,sell
58906,-30,-0.4800000000000002,224,buy
58900,-14,-0.26,210,buy
58897,27,-0.17999999999999994,237,sell
58901,-9,-0.3600000000000001,228,buy
58898,-17,-0.22999999999999998,211,buy
58894,16,-0.1099999999999999,227,sell
58898,-18,-0.27,209,buy
58894,-9,-0.1099999999999999,200,buy
58890,-1,-0.06999999999999992,199,buy
58889,23,-0.019999999999999914,222,sell
58893,-4,-0.19999999999999996,218,buy
58891,17,-0.08999999999999991,235,sell
58895,23,-0.25,258,sell
58900,-16,-0.3400000000000001,242,buy
58897,1,-0.19999999999999996,243,sell
58898,-20,-0.29000000000000004,223,buy
58895,9,-0.1299999999999999,232,sell
58897,6,-0.28,238,sell
58899,22,-0.33000000000000007,260,sell
58904,8,-0.43000000000000016,268,sell
58906,34,-0.4800000000000002,302,sell
58913,1,-0.5800000000000003,303,sell
58914,5,-0.6100000000000003,308,sell
58916,45,-0.6400000000000003,353,sell
58923,15,-0.7500000000000004,368,sell
58928,-56,-0.8400000000000005,312,buy
58921,29,-0.5600000000000003,341,sell
58925,-20,-0.7500000000000004,321,buy
58922,14,-0.5700000000000003,335,sell
58925,-16,-0.7400000000000004,319,buy
58922,-32,-0.5800000000000003,287,buy
58917,-1,-0.4700000000000002,286,buy
58915,20,-0.44000000000000017,306,sell
58918,-24,-0.6000000000000003,282,buy
58912,-5,-0.40000000000000013,277,buy
58910,30,-0.3600000000000001,307,sell
58915,-7,-0.5600000000000003,300,buy
58913,29,-0.44000000000000017,329,sell
58918,-20,-0.6200000000000003,309,buy
58915,15,-0.4500000000000002,324,sell
58918,-37,-0.6200000000000003,287,buy
58913,21,-0.41000000000000014,308,sell
58917,28,-0.6100000000000003,336,sell
58923,-9,-0.7100000000000004,327,buy
58921,22,-0.5900000000000003,349,sell
58924,28,-0.7700000000000005,377,sell
58931,14,-0.8800000000000006,391,sell
58935,22,-0.9700000000000006,413,sell
58940,27,-1.0300000000000007,440,sell
58948,-5,-1.1400000000000008,435,buy
58947,15,-0.9900000000000007,450,sell
58951,-5,-1.1900000000000008,445,buy
58950,-35,-0.9900000000000007,410,buy
58946,13,-0.8200000000000005,423,sell
58948,18,-1.0300000000000007,441,sell
58951,-37,-1.1500000000000008,404,buy
58947,21,-0.8700000000000006,425,sell
58949,-36,-1.1000000000000008,389,buy
58945,9,-0.7800000000000005,398,sell
58947,-14,-0.9600000000000006,384,buy
58945,5,-0.7700000000000005,389,sell
58946,19,-0.9200000000000006,408,sell
58949,-13,-1.0500000000000007,395,buy
58947,-30,-0.8500000000000005,365,buy
58942,4,-0.6900000000000004,369,sell
58944,-14,-0.8400000000000005,355,buy
58940,18,-0.6500000000000004,373,sell
58943,23,-0.8400000000000005,396,sell
58947,-5,-1.0100000000000007,391,buy
58945,37,-0.8300000000000005,428,sell
58949,21,-1.0900000000000007,449,sell
58954,5,-1.2100000000000009,454,sell
58956,12,-1.2400000000000009,466,sell
58960,-49,-1.290000000000001,417,buy
58956,-14,-0.9000000000000006,403,buy
58952,-9,-0.8000000000000005,394,buy
58949,15,-0.6800000000000004,409,sell
58952,22,-0.8900000000000006,431,sell
58956,11,-1.0400000000000007,442,sell
58958,-18,-1.1700000000000008,424,buy
58955,-23,-0.9300000000000006,401,buy
58952,-20,-0.7600000000000005,381,buy
58947,20,-0.6500000000000004,401,sell
58950,-5,-0.8500000000000005,396,buy
58948,-29,-0.6900000000000004,367,buy
58942,14,-0.5700000000000003,381,sell
58945,-6,-0.7400000000000004,375,buy
58943,11,-0.6200000000000003,386,sell
58945,13,-0.7700000000000005,399,sell
58948,18,-0.8500000000000005,417,sell
58952,-19,-0.9800000000000006,398,buy
58949,8,-0.7800000000000005,406,sell
58950,-1,-0.9500000000000006,405,buy
58949,7,-0.8000000000000005,412,sell
58950,-8,-0.9400000000000006,404,buy
58949,2,-0.7300000000000004,406,sell
58950,-27,-0.8900000000000006,379,buy
58946,-12,-0.6500000000000004,367,buy
58943,18,-0.5800000000000003,385,sell
58946,7,-0.7500000000000004,392,sell
58948,-1,-0.8300000000000005,391,buy
58947,-3,-0.7200000000000004,388,buy
58945,-17,-0.6400000000000003,371,buy
58940,-15,-0.5500000000000003,356,buy
58936,-23,-0.4800000000000002,333,buy
58927,-25,-0.3900000000000001,308,buy
58921,33,-0.29000000000000004,341,sell
58926,23,-0.5100000000000002,364,sell
58931,-19,-0.6200000000000003,345,buy
58928,-10,-0.4500000000000002,335,buy
58924,32,-0.40000000000000013,367,sell
58929,18,-0.5900000000000003,385,sell
58933,-37,-0.6700000000000004,348,buy
58928,-17,-0.4700000000000002,331,buy
58923,17,-0.3900000000000001,348,sell
58926,13,-0.5300000000000002,361,sell
58929,-18,-0.6000000000000003,343,buy
58926,-5,-0.42000000000000015,338,buy
58923,34,-0.3900000000000001,372,sell
58929,25,-0.5700000000000003,397,sell
58934,32,-0.6900000000000004,429,sell
58938,-7,-0.7800000000000005,422,buy
58936,-32,-0.6200000000000003,390,buy
58931,-18,-0.4900000000000002,372,buy
58925,13,-0.40000000000000013,385,sell
58928,49,-0.5500000000000003,434,sell
58934,-17,-0.6900000000000004,417,buy
58931,-8,-0.5200000000000002,409,buy
58929,-22,-0.4500000000000002,387,buy
58924,34,-0.3800000000000001,421,sell
58930,-26,-0.5700000000000003,395,buy
58925,5,-0.40000000000000013,400,sell
58927,-19,-0.5100000000000002,381,buy
58924,13,-0.3500000000000001,394,sell
58927,-6,-0.5200000000000002,388,buy
58925,24,-0.40000000000000013,412,sell
58930,-2,-0.5800000000000003,410,buy
58928,14,-0.4800000000000002,424,sell
58932,-2,-0.6200000000000003,422,buy
58931,18,-0.5400000000000003,440,sell
58934,17,-0.6900000000000004,457,sell
58938,10,-0.7500000000000004,467,sell
58941,-15,-0.8300000000000005,452,buy
58938,-16,-0.6300000000000003,436,buy
58934,-15,-0.5500000000000003,421,buy
58931,7,-0.4600000000000002,428,sell
58933,11,-0.5900000000000003,439,sell
58936,26,-0.6700000000000004,465,sell
58940,-22,-0.7900000000000005,443,buy
58936,-8,-0.5800000000000003,435,buy
58933,22,-0.5300000000000002,457,sell
58937,12,-0.7000000000000004,469,sell
58939,10,-0.7700000000000005,479,sell
58942,-2,-0.8400000000000005,477,buy
58941,-42,-0.7100000000000004,435,buy
58935,-39,-0.5600000000000003,396,buy
58929,-10,-0.43000000000000016,386,buy
58925,5,-0.3800000000000001,391,sell
58927,-3,-0.4900000000000002,388,buy
58925,-16,-0.3900000000000001,372,buy
58921,-4,-0.30000000000000004,368,buy
58918,-2,-0.26,366,buy
58916,-16,-0.22999999999999998,350,buy
58911,40,-0.16999999999999993,390,sell
58916,-42,-0.3600000000000001,348,buy
58910,18,-0.1499999999999999,366,sell
58913,28,-0.31000000000000005,394,sell
58918,11,-0.43000000000000016,405,sell
58921,-34,-0.4900000000000002,371,buy
58916,-3,-0.28,368,buy
58914,24,-0.25,392,sell
58918,-21,-0.44000000000000017,371,buy
58914,-11,-0.25,360,buy
58912,21,-0.18999999999999995,381,sell
58915,-37,-0.3800000000000001,344,buy
58910,13,-0.1499999999999999,357,sell
58913,18,-0.30000000000000004,375,sell
58918,4,-0.41000000000000014,379,sell
58920,24,-0.4600000000000002,403,sell
58926,48,-0.5800000000000003,451,sell
58934,1,-0.7200000000000004,452,sell
58935,33,-0.7300000000000004,485,sell
58941,8,-0.8900000000000006,493,sell
58944,10,-0.9600000000000006,503,sell
58947,4,-1.0300000000000007,507,sell
58948,-11,-1.0700000000000007,496,buy
58946,8,-0.8600000000000005,504,sell
58947,12,-1.0300000000000007,516,sell
58950,8,-1.1100000000000008,524,sell
58954,-19,-1.1400000000000008,505,buy
58951,58,-0.9300000000000006,563,sell
58958,13,-1.2200000000000009,576,sell
58963,-14,-1.300000000000001,562,buy
58961,-30,-1.0100000000000007,532,buy
58958,19,-0.8800000000000006,551,sell
58961,-30,-1.1500000000000008,521,buy
58958,5,-0.8900000000000006,526,sell
58959,-10,-1.0800000000000007,516,buy
58957,-7,-0.8700000000000006,509,buy
